source,target,type,distance,Delta_Entropy,Sorenson_Similarity
1,0,0,107.48023074035522,0.0,0.2222222222222222
2,0,0,42.579337712087536,0.0,0.4444444444444444
1,2,0,89.69392398596462,0.0,0.5
2,3,0,19.924858845171276,0.0,0.5
3,1,0,90.2551937563706,0.0,0.5
4,3,0,72.89718787443039,0.0,0.4
4,2,0,60.30754513325841,0.0,0.4
0,4,0,46.17358552246078,0.0,0.36363636363636365
4,5,0,93.00537618869137,0.0,0.3076923076923077
5,0,0,134.61797799699713,0.0,0.3333333333333333
5,6,0,59.81638571495272,0.0,0.3076923076923077
4,6,0,38.8329756778952,0.0,0.3333333333333333
6,7,0,49.24428900898052,0.0,0.36363636363636365
7,5,0,23.769728648009426,0.0,0.3333333333333333
8,7,0,28.460498941515414,0.0,0.4444444444444444
6,8,0,34.132096331752024,0.0,0.4
8,9,0,45.45327270945405,0.0,0.4
6,9,0,73.57309290766564,0.0,0.3333333333333333
7,10,0,26.248809496813376,0.0,0.4
10,8,0,30.675723300355934,0.0,0.4444444444444444
10,9,0,45.0,0.0,0.36363636363636365
10,11,0,62.64982043070834,0.0,0.3333333333333333
11,7,0,60.959002616512684,0.0,0.16666666666666666
5,11,0,54.70831746635972,0.0,0.42857142857142855
11,12,0,43.93176527297759,0.0,0.5
5,12,0,95.1892851112981,0.0,0.16666666666666666
11,13,0,68.42514157822401,0.0,0.2857142857142857
13,10,0,57.14017850864661,0.0,0.16666666666666666
9,13,0,70.21395872616783,0.0,0.3076923076923077
13,14,0,47.38143096192854,0.0,0.5
9,14,0,51.35172830587107,0.0,0.18181818181818182
12,15,0,44.721359549995796,0.0,0.3333333333333333
15,11,0,77.1621668954417,0.0,0.2857142857142857
15,13,0,95.70788891204319,0.0,0.2857142857142857
15,16,0,68.3593446428504,0.0,0.26666666666666666
12,16,0,70.49113419430843,0.0,0.3076923076923077
16,0,0,292.71487833726525,0.0,0.3076923076923077
16,5,0,161.31955864060626,0.0,0.26666666666666666
17,16,0,81.46778504415104,0.0,0.26666666666666666
15,17,0,55.78530272392541,0.0,0.2857142857142857
18,16,0,103.01941564578979,0.0,0.4
17,18,0,70.0,0.0,0.42857142857142855
19,14,0,148.06079832285116,0.0,0.15384615384615385
13,19,0,126.92123541787639,0.0,0.26666666666666666
19,15,0,104.80935072788114,0.0,0.4
17,19,0,83.21658488546619,0.0,0.4
19,20,0,35.77708763999664,0.0,0.46153846153846156
17,20,0,64.35060217278468,0.0,0.3333333333333333
18,21,0,63.50590523722971,0.0,0.42857142857142855
21,17,0,70.00714249274856,0.0,0.2857142857142857
21,20,0,51.478150704935004,0.0,0.5
21,22,0,52.69724850502159,0.0,0.3076923076923077
18,22,0,58.463663928973865,0.0,0.3076923076923077
23,22,0,54.57105459856901,0.0,0.5
23,18,0,80.62257748298549,0.0,0.15384615384615385
16,25,0,191.92706948213427,0.0,0.26666666666666666
18,25,0,118.59595271340417,0.0,0.42857142857142855
25,23,0,65.30696746902278,0.0,0.3076923076923077
23,24,0,22.80350850198276,0.0,0.5
25,24,0,53.33854141237835,0.0,0.15384615384615385
25,26,0,147.32277488562318,0.0,0.16666666666666666
26,27,0,55.154328932550705,0.0,0.4
26,28,0,71.0,0.0,0.3076923076923077
28,25,0,113.26517558367179,0.0,0.26666666666666666
28,24,0,110.5350623105628,0.0,0.42857142857142855
27,29,0,73.24616030891995,0.0,0.3333333333333333
29,26,0,47.38143096192854,0.0,0.3333333333333333
28,29,0,49.57822102496216,0.0,0.26666666666666666
31,29,0,38.0,0.0,0.46153846153846156
31,28,0,33.015148038438355,0.0,0.2857142857142857
28,30,0,15.620499351813308,0.0,0.46153846153846156
30,31,0,25.495097567963924,0.0,0.36363636363636365
24,32,0,61.91122676865643,0.0,0.3333333333333333
32,23,0,68.4470598345904,0.0,0.16666666666666666
22,32,0,89.0,0.0,0.5
33,32,0,49.92995093127971,0.0,0.26666666666666666
24,33,0,80.62257748298549,0.0,0.4
33,28,0,63.071388124885914,0.0,0.35294117647058826
30,33,0,52.630789467763066,0.0,0.2857142857142857
34,35,0,47.853944456021594,0.0,0.5
36,35,0,48.25971404805462,0.0,0.3076923076923077
34,36,0,55.072679252057455,0.0,0.4
29,37,0,63.7808748764079,0.0,0.2857142857142857
27,37,0,43.829214001622255,0.0,0.3333333333333333
27,34,0,119.36498649101419,0.0,0.16666666666666666
34,37,0,109.20164833920778,0.0,0.2857142857142857
38,29,0,18.0,0.0,0.46153846153846156
38,31,0,42.04759208325728,0.0,0.5
37,38,0,53.665631459994955,0.0,0.46153846153846156
37,39,0,59.43904440685432,0.0,0.26666666666666666
39,34,0,100.31948963187563,0.0,0.26666666666666666
39,36,0,92.00543462209176,0.0,0.375
38,40,0,45.45327270945405,0.0,0.3076923076923077
40,37,0,77.78174593052023,0.0,0.14285714285714285
40,39,0,79.40403012442127,0.0,0.26666666666666666
31,41,0,21.93171219946131,0.0,0.3076923076923077
41,30,0,43.04648650006177,0.0,0.16666666666666666
41,33,0,77.10382610480494,0.0,0.375
41,40,0,37.589892258425,0.0,0.2857142857142857
