source,target,type,distance,Delta_Entropy,Sorenson_Similarity
9,8,0,27.892651361962706,0.11177393575250366,0.5
10,9,0,24.758836806279895,0.11177393575250366,0.5
10,8,0,50.60632371551998,0.0,0.6
13,7,0,180.67650649710936,0.18815327029684825,0.15384615384615385
8,13,0,121.79490958164057,0.14770837971895262,0.18181818181818182
10,13,0,80.77747210701756,0.14770837971895262,0.36363636363636365
12,10,0,51.97114584074513,0.45056120886630463,0.3333333333333333
12,13,0,57.271284253105414,0.5982695885852573,0.15384615384615385
13,14,0,45.5411901469428,0.5982695885852573,0.3076923076923077
14,12,0,41.593268686170845,0.0,0.2857142857142857
12,11,0,23.53720459187964,0.0,0.5
11,14,0,32.2490309931942,0.0,0.3333333333333333
15,7,0,101.13851887386922,0.033346157031972246,0.14285714285714285
15,13,0,122.96747537458837,0.2214994273288205,0.3076923076923077
14,15,0,100.42410069301094,0.37677016125643675,0.14285714285714285
16,11,0,29.017236257093817,0.0,0.3333333333333333
12,16,0,32.55764119219941,0.0,0.2857142857142857
8,17,0,91.08786966440702,0.07379104760986788,0.5
9,17,0,64.07027391856539,0.18556498336237154,0.4
10,17,0,51.478150704935004,0.07379104760986788,0.5
17,12,0,47.042533945356304,0.37677016125643675,0.14285714285714285
16,17,0,30.479501308256342,0.37677016125643675,0.2857142857142857
14,18,0,45.65084884205331,0.0,0.46153846153846156
11,18,0,37.36308338453881,0.0,0.36363636363636365
18,16,0,53.75872022286245,0.0,0.3076923076923077
16,19,0,65.37583651472461,0.410116318288409,0.42857142857142855
19,18,0,42.5205832509386,0.410116318288409,0.3076923076923077
20,19,0,25.709920264364882,0.410116318288409,0.3076923076923077
20,16,0,73.24616030891995,0.0,0.3076923076923077
17,20,0,91.13725912051558,0.37677016125643675,0.46153846153846156
20,21,0,22.47220505424423,0.37677016125643675,0.2857142857142857
17,21,0,112.04017136723775,0.0,0.13333333333333333
21,8,0,203.00246303924493,0.07379104760986788,0.15384615384615385
23,22,0,26.248809496813376,0.410116318288409,0.46153846153846156
22,24,0,22.02271554554524,0.0,0.36363636363636365
24,23,0,16.1245154965971,0.410116318288409,0.3333333333333333
24,25,0,11.40175425099138,0.0,0.3333333333333333
25,22,0,30.083217912982647,0.0,0.3076923076923077
21,22,0,22.135943621178654,0.37677016125643675,0.42857142857142855
21,25,0,50.00999900019995,0.37677016125643675,0.4
26,23,0,23.345235059857504,0.410116318288409,0.46153846153846156
26,24,0,14.035668847618199,0.0,0.36363636363636365
25,26,0,10.63014581273465,0.0,0.3076923076923077
26,27,0,16.0312195418814,0.0,0.42857142857142855
27,25,0,24.041630560342615,0.0,0.26666666666666666
27,28,0,16.1245154965971,0.45056120886630463,0.42857142857142855
28,29,0,13.892443989449804,0.04984121467188324,0.36363636363636365
27,29,0,26.92582403567252,0.5004024235381879,0.3076923076923077
30,29,0,14.317821063276353,0.04984121467188324,0.36363636363636365
30,28,0,20.8806130178211,0.0,0.3333333333333333
29,33,0,16.0312195418814,0.12363226228175112,0.46153846153846156
27,33,0,38.41874542459709,0.37677016125643675,0.25
32,30,0,15.0,0.11177393575250366,0.2857142857142857
32,33,0,27.294688127912362,0.18556498336237154,0.125
33,30,0,25.059928172283335,0.07379104760986788,0.42857142857142855
28,34,0,25.0,0.0,0.5
30,34,0,7.810249675906654,0.0,0.3333333333333333
32,34,0,16.55294535724685,0.11177393575250366,0.14285714285714285
34,35,0,11.045361017187261,0.45056120886630463,0.36363636363636365
32,35,0,16.492422502470642,0.5623351446188083,0.3076923076923077
36,35,0,16.492422502470642,0.410116318288409,0.5
36,32,0,23.323807579381203,0.1522188263303993,0.26666666666666666
32,31,0,14.7648230602334,0.11177393575250366,0.42857142857142855
36,31,0,20.248456731316587,0.04044489057789563,0.3076923076923077
37,21,0,148.08443537387717,0.37677016125643675,0.2
25,37,0,98.08159868191383,0.0,0.21052631578947367
35,37,0,25.942243542145693,0.0,0.11764705882352941
34,37,0,36.40054944640259,0.45056120886630463,0.2222222222222222
28,37,0,60.41522986797286,0.45056120886630463,0.2222222222222222
37,27,0,75.8023746329889,0.0,0.3
37,36,0,17.46424919657298,0.410116318288409,0.10526315789473684
38,36,0,20.09975124224178,0.410116318288409,0.42857142857142855
38,37,0,19.1049731745428,0.0,0.10526315789473684
31,40,0,17.029386365926403,0.04044489057789563,0.46153846153846156
36,40,0,22.360679774997898,0.0,0.2857142857142857
40,38,0,24.166091947189145,0.410116318288409,0.2857142857142857
39,38,0,13.601470508735444,0.0,0.46153846153846156
40,39,0,16.64331697709324,0.410116318288409,0.3076923076923077
39,41,0,19.697715603592208,0.0,0.46153846153846156
40,41,0,23.769728648009426,0.410116318288409,0.2857142857142857
42,41,0,13.416407864998739,0.0,0.13333333333333333
39,42,0,23.323807579381203,0.0,0.14285714285714285
42,43,0,16.0,0.0,0.46153846153846156
43,39,0,20.396078054371138,0.0,0.0
38,43,0,25.632011235952593,0.0,0.3333333333333333
43,44,0,20.396078054371138,0.0,0.3333333333333333
44,42,0,28.284271247461902,0.0,0.26666666666666666
44,38,0,44.28317965096906,0.0,0.2857142857142857
44,37,0,60.08327554319921,0.0,0.21052631578947367
45,37,0,83.54639429682169,0.0,0.23529411764705882
44,45,0,25.179356624028344,0.0,0.3333333333333333
46,37,0,130.5526713629407,0.0,0.08695652173913043
45,46,0,48.16637831516918,0.0,0.375
47,46,0,61.71709649683789,0.0,0.2222222222222222
45,47,0,25.0,0.0,0.16666666666666666
47,44,0,27.65863337187866,0.0,0.42857142857142855
42,47,0,38.01315561749642,0.0,0.4
47,48,0,20.396078054371138,0.0,0.5
42,48,0,39.96248240537617,0.0,0.3076923076923077
46,49,0,77.42092740338364,0.0,0.21052631578947367
49,47,0,36.40054944640259,0.0,0.4
49,48,0,20.518284528683193,0.0,0.3076923076923077
50,49,0,45.65084884205331,0.0,0.26666666666666666
50,46,0,85.14693182963201,0.0,0.1111111111111111
51,46,0,84.53401682163222,0.0,0.23529411764705882
51,50,0,45.12205669071391,0.0,0.3076923076923077
52,46,0,72.94518489934754,0.0,0.23529411764705882
51,52,0,41.340053217188775,0.0,0.5
50,53,0,81.43709228600933,0.0,0.25
53,51,0,84.5931439302264,0.0,0.13333333333333333
49,54,0,37.64306044943742,0.0,0.42857142857142855
50,54,0,32.202484376209235,0.0,0.46153846153846156
54,55,0,60.67124524847005,0.0,0.46153846153846156
55,50,0,76.6550715869472,0.0,0.2857142857142857
53,55,0,54.0,0.0,0.25
55,56,0,41.43669871020132,0.0,0.2857142857142857
56,54,0,73.348483283569,0.0,0.15384615384615385
0,57,0,62.76941930590086,0.033346157031972246,0.2857142857142857
0,58,0,46.51881339845203,0.04044489057789563,0.16666666666666666
57,58,0,76.15773105863909,0.07379104760986788,0.3333333333333333
58,60,0,34.0147027033899,0.07379104760986788,0.3076923076923077
60,0,0,45.221676218380054,0.033346157031972246,0.26666666666666666
58,59,0,17.88854381999832,0.45056120886630463,0.3333333333333333
60,59,0,44.598206241955516,0.37677016125643675,0.4
61,33,0,45.967379738244816,0.033346157031972246,0.26666666666666666
61,62,0,14.0,0.0,0.14285714285714285
33,62,0,37.21558813185679,0.033346157031972246,0.13333333333333333
27,62,0,49.64876634922564,0.410116318288409,0.26666666666666666
62,26,0,48.662100242385755,0.410116318288409,0.15384615384615385
23,62,0,39.20459156782532,0.0,0.2857142857142857
1,61,0,41.7612260356422,0.033346157031972246,0.4
62,1,0,40.049968789001575,0.033346157031972246,0.4
23,1,0,36.6742416417845,0.033346157031972246,0.4
19,1,0,57.271284253105414,0.033346157031972246,0.5333333333333333
1,63,0,18.973665961010276,0.033346157031972246,0.42857142857142855
19,63,0,46.389654018972806,0.0,0.3076923076923077
63,23,0,26.627053911388696,0.0,0.15384615384615385
22,63,0,32.0624390837628,0.410116318288409,0.16666666666666666
21,63,0,43.382023926967726,0.033346157031972246,0.14285714285714285
63,20,0,50.60632371551998,0.410116318288409,0.3333333333333333
1,64,0,56.586217403180434,0.0,0.4
64,19,0,66.2872536767062,0.033346157031972246,0.2857142857142857
18,64,0,52.630789467763066,0.37677016125643675,0.3076923076923077
64,14,0,81.74350127074322,0.37677016125643675,0.42857142857142855
64,15,0,70.60453243241541,0.0,0.2857142857142857
61,60,0,36.40054944640259,0.033346157031972246,0.26666666666666666
60,65,0,55.036351623268054,0.07379104760986788,0.42857142857142855
61,65,0,45.27692569068709,0.04044489057789563,0.15384615384615385
65,1,0,43.56604182158393,0.07379104760986788,0.42857142857142855
64,65,0,46.04345773288535,0.07379104760986788,0.3076923076923077
0,66,0,61.40032573203501,0.0,0.3076923076923077
66,60,0,68.62215385719105,0.033346157031972246,0.2857142857142857
65,66,0,48.662100242385755,0.04044489057789563,0.3333333333333333
66,64,0,73.59347797189639,0.033346157031972246,0.3076923076923077
15,66,0,75.18643494673756,0.033346157031972246,0.3076923076923077
66,67,0,46.09772228646444,0.0,0.3076923076923077
15,67,0,87.28115489611719,0.033346157031972246,0.14285714285714285
0,67,0,72.83543093852057,0.0,0.14285714285714285
67,68,0,59.50630218724736,0.04044489057789563,0.46153846153846156
68,15,0,99.62429422585637,0.07379104760986788,0.15384615384615385
68,7,0,84.72307831990054,0.04044489057789563,0.3076923076923077
69,68,0,59.90826320300064,0.45056120886630463,0.26666666666666666
69,67,0,76.48529270389177,0.410116318288409,0.25
67,70,0,70.51950084905593,0.0,0.42857142857142855
70,69,0,58.008620049092706,0.410116318288409,0.25
70,0,0,75.7099729229908,0.0,0.14285714285714285
57,70,0,65.29931086925804,0.033346157031972246,0.2857142857142857
69,71,0,60.00833275470999,0.0,0.375
71,70,0,52.839379254491625,0.410116318288409,0.2857142857142857
72,71,0,40.19950248448356,0.0,0.14285714285714285
69,72,0,74.94664769020693,0.0,0.125
72,73,0,34.655446902326915,0.0,0.5
69,73,0,74.09453421137081,0.0,0.14285714285714285
74,73,0,16.1245154965971,0.0,0.36363636363636365
74,72,0,33.83784863137726,0.0,0.3076923076923077
73,76,0,47.92702786528704,0.37677016125643675,0.46153846153846156
76,74,0,59.033888572581766,0.37677016125643675,0.42857142857142855
75,74,0,57.30619512757761,0.0,0.46153846153846156
75,76,0,94.42986815621421,0.37677016125643675,0.26666666666666666
69,76,0,82.15229759416349,0.37677016125643675,0.11764705882352941
77,7,0,70.57619995437555,0.09028610524977887,0.36363636363636365
68,77,0,45.31004303683677,0.04984121467188324,0.4
76,7,0,157.78466338652817,0.033346157031972246,0.4
76,77,0,89.02246907382428,0.12363226228175112,0.3333333333333333
77,69,0,79.71198153351854,0.5004024235381879,0.15384615384615385
79,7,0,296.42705679475347,0.0,0.15384615384615385
76,79,0,142.42541907960108,0.033346157031972246,0.2857142857142857
79,75,0,68.46897107449476,0.410116318288409,0.46153846153846156
78,75,0,66.12866246946176,0.0,0.46153846153846156
78,79,0,16.15549442140351,0.410116318288409,0.3333333333333333
79,80,0,94.11163583744573,0.410116318288409,0.5
78,80,0,88.40814442120137,0.0,0.3333333333333333
81,79,0,167.0478973228936,0.410116318288409,0.3076923076923077
80,81,0,77.25283166331187,0.0,0.46153846153846156
80,82,0,50.35871324805669,0.0,0.3333333333333333
78,82,0,63.245553203367585,0.0,0.16666666666666666
82,83,0,70.60453243241541,0.0,0.2857142857142857
83,80,0,80.23091673413684,0.0,0.14285714285714285
81,83,0,112.80514172678478,0.0,0.26666666666666666
82,84,0,94.72592042308166,0.0,0.46153846153846156
84,78,0,84.21995013059554,0.0,0.0
75,84,0,65.92419889539804,0.0,0.2857142857142857
84,85,0,79.64923100695951,0.0,0.2857142857142857
85,82,0,44.553338819890925,0.0,0.3076923076923077
83,85,0,61.61168720299745,0.0,0.26666666666666666
72,86,0,49.51767361255979,0.0,0.42857142857142855
74,86,0,45.17742799230607,0.0,0.3076923076923077
86,84,0,59.405386961116584,0.0,0.42857142857142855
86,75,0,49.040799340956916,0.0,0.2857142857142857
71,87,0,43.04648650006177,0.0,0.26666666666666666
87,72,0,37.589892258425,0.0,0.4
86,87,0,54.00925846556311,0.0,0.26666666666666666
85,88,0,88.64536084872124,0.0,0.2857142857142857
84,88,0,41.400483088968905,0.0,0.2857142857142857
87,88,0,104.01922899156675,0.0,0.26666666666666666
88,86,0,81.61494961096282,0.0,0.2857142857142857
88,89,0,49.76946855251722,0.0,0.42857142857142855
87,89,0,102.59142264341595,0.0,0.13333333333333333
89,90,0,47.853944456021594,0.0,0.46153846153846156
90,87,0,83.81527307120105,0.0,0.14285714285714285
55,91,0,63.28506932918696,0.0,0.4
53,91,0,79.20227269466452,0.0,0.23529411764705882
92,56,0,40.792156108742276,0.0,0.3076923076923077
92,55,0,56.61271941887264,0.0,0.3076923076923077
91,92,0,42.5440947723653,0.0,0.2857142857142857
87,93,0,55.362442142665635,0.0,0.26666666666666666
71,93,0,63.52952069707436,0.0,0.14285714285714285
90,93,0,66.70832032063167,0.0,0.3076923076923077
90,91,0,29.017236257093817,0.0,0.2857142857142857
93,91,0,60.03332407921454,0.0,0.26666666666666666
